Keyword1,Keyword2,Weight
Face recognition,Production,1
Gold,Production,1
Gold,Visualization,2
Production,Reliability,1
Production,Visualization,1
Music,Predictive models,5
Music,Task analysis,2
Complexity theory,Distance measurement,1
Complexity theory,Electrodes,1
Complexity theory,Emotion recognition,2
Complexity theory,Time series analysis,1
Distance measurement,Electrodes,1
Distance measurement,Electroencephalography,1
Distance measurement,Time series analysis,1
Electrodes,Time series analysis,1
Electroencephalography,Time series analysis,1
Emotion recognition,Time series analysis,1
Computer architecture,Estimation,1
Estimation,Machine learning,2
Affective computing,Blood pressure,1
Affective computing,Oscillators,1
Blood pressure,Oscillators,1
Blood pressure,Physiology,1
Blood pressure,Stress,1
Blood pressure,Task analysis,1
Blood pressure,Training,1
Oscillators,Physiology,1
Oscillators,Stress,1
Oscillators,Task analysis,1
Oscillators,Training,1
Stress,Training,5
Affective computing,Computational efficiency,1
Analytical models,Computational efficiency,1
Analytical models,Psychology,2
Analytical models,Special issues and sections,1
Artificial intelligence,Computational efficiency,1
Computational efficiency,Computational modeling,1
Computational efficiency,Context modeling,1
Computational efficiency,Psychology,1
Computational efficiency,Special issues and sections,1
Computational modeling,Special issues and sections,3
Context modeling,Special issues and sections,1
Psychology,Special issues and sections,3
Autism,Monitoring,1
Autism,Tablet computers,1
Cameras,Tablet computers,1
Computer vision,Monitoring,1
Computer vision,Tablet computers,1
Monitoring,Pediatrics,1
Monitoring,Tablet computers,1
Motion pictures,Tablet computers,1
Pediatrics,Tablet computers,1
Knowledge engineering,Robustness,1
Knowledge engineering,Speech recognition,1
Autism,Medical diagnostic imaging,1
Autism,Surface morphology,1
Autism,Surface reconstruction,1
Feature extraction,Medical diagnostic imaging,1
Feature extraction,Surface morphology,1
Feature extraction,Surface reconstruction,1
Medical diagnostic imaging,Support vector machines,1
Medical diagnostic imaging,Surface morphology,1
Medical diagnostic imaging,Surface reconstruction,1
Support vector machines,Surface morphology,1
Support vector machines,Surface reconstruction,1
Surface morphology,Surface reconstruction,1
Deep learning,Observers,1
Analytical models,Electric breakdown,1
Analytical models,Robots,2
Computational modeling,Electric breakdown,1
Electric breakdown,Feature extraction,1
Electric breakdown,Predictive models,1
Electric breakdown,Robots,1
Electric breakdown,Task analysis,1
Affective computing,Heuristic algorithms,2
Affective computing,Mathematical model,1
Affective computing,Neuroscience,1
Emotion recognition,Heuristic algorithms,3
Emotion recognition,Mathematical model,3
Heuristic algorithms,Machine learning,2
Heuristic algorithms,Mathematical model,1
Heuristic algorithms,Neuroscience,1
Machine learning,Neuroscience,1
Mathematical model,Neuroscience,1
Atmospheric measurements,Emotional responses,1
Atmospheric measurements,Medical treatment,1
Atmospheric measurements,Robots,1
Emotional responses,Medical treatment,1
Emotional responses,Particle measurements,1
Emotional responses,Robots,1
Emotional responses,Videos,1
Medical treatment,Particle measurements,1
Medical treatment,Robots,1
Medical treatment,Videos,1
Particle measurements,Robots,1
Context modeling,Motion pictures,1
Context modeling,Social network services,1
Context modeling,Training data,1
Correlation,Social network services,3
Correlation,Training data,1
Data models,Neural networks,2
Data models,Social network services,3
Motion pictures,Neural networks,1
Motion pictures,Social network services,1
Motion pictures,Training data,1
Neural networks,Social network services,2
Social network services,Training data,2
Affective computing,Intelligent systems,1
Affective computing,Object recognition,1
Affective computing,Probablistic logic,1
Affective computing,Programming,2
Affective computing,Robots,1
Computational modeling,Intelligent systems,1
Computational modeling,Object recognition,1
Computational modeling,Probablistic logic,1
Computational modeling,Programming,2
Emotion recognition,Intelligent systems,1
Emotion recognition,Object recognition,1
Emotion recognition,Probablistic logic,1
Emotion recognition,Programming,2
Intelligent systems,Object recognition,1
Intelligent systems,Probablistic logic,1
Intelligent systems,Programming,1
Intelligent systems,Robots,1
Intelligent systems,Special issues and sections,1
Object recognition,Probablistic logic,1
Object recognition,Programming,1
Object recognition,Robots,1
Object recognition,Special issues and sections,1
Probablistic logic,Programming,1
Probablistic logic,Robots,1
Probablistic logic,Special issues and sections,1
Programming,Robots,1
Programming,Special issues and sections,1
Robots,Special issues and sections,1
Brain modeling,Electrocardiography,1
Brain modeling,Pattern recognition,1
Brain modeling,Signal processing,1
Databases,Mood,4
Databases,Pattern recognition,1
Databases,Signal processing,2
Electrocardiography,Mood,1
Electrocardiography,Pattern recognition,1
Electrocardiography,Signal processing,1
Electrocardiography,Videos,2
Electroencephalography,Mood,1
Electroencephalography,Pattern recognition,1
Electroencephalography,Signal processing,1
Electroencephalography,Videos,6
Emotion recognition,Pattern recognition,1
Emotion recognition,Signal processing,2
Mood,Pattern recognition,1
Mood,Signal processing,1
Pattern recognition,Signal processing,1
Pattern recognition,Videos,1
Physiology,Signal processing,1
Signal processing,Videos,2
Affective computing,Object oriented modeling,1
Affective computing,Probabilistic logic,1
Artificial intelligence,Cognition,2
Artificial intelligence,Object oriented modeling,1
Artificial intelligence,Probabilistic logic,1
Artificial intelligence,Programming,1
Cognition,Object oriented modeling,1
Cognition,Probabilistic logic,1
Cognition,Programming,1
Computational modeling,Object oriented modeling,1
Emotion recognition,Object oriented modeling,1
Emotion recognition,Probabilistic logic,3
Object oriented modeling,Probabilistic logic,1
Object oriented modeling,Programming,1
Object oriented modeling,Psychology,1
Probabilistic logic,Programming,1
Probabilistic logic,Psychology,2
Programming,Psychology,1
Computational modeling,Monitoring,2
Mathematical model,Monitoring,1
Mathematical model,Mood,1
Monitoring,Predictive models,1
Affective computing,Market research,1
Databases,Market research,1
Emotion recognition,Market research,1
Market research,Speech recognition,1
Cognitive processes,Cognitive systems,1
Cognitive processes,Computational modeling,1
Cognitive processes,Computer architecture,1
Cognitive processes,Emotion recognition,2
Cognitive processes,Face recognition,2
Cognitive processes,Physiology,1
Cognitive processes,Stress,1
Cognitive systems,Computational modeling,1
Cognitive systems,Computer architecture,1
Cognitive systems,Emotion recognition,1
Cognitive systems,Face recognition,1
Cognitive systems,Physiology,1
Cognitive systems,Stress,1
Computer architecture,Stress,1
Face recognition,Stress,1
Computational modeling,Education,1
Computational modeling,Robot kinematics,2
Computational modeling,Robot learning,1
Education,Emotion recognition,1
Education,Reinforcement learning,1
Education,Robot kinematics,1
Education,Robot learning,1
Emotion recognition,Robot kinematics,1
Emotion recognition,Robot learning,1
Reinforcement learning,Robot kinematics,1
Reinforcement learning,Robot learning,1
Robot kinematics,Robot learning,1
Computational modeling,Spatiotemporal phenomena,1
Deep learning,Spatiotemporal phenomena,1
Emotion recognition,Spatiotemporal phenomena,1
Machine learning,Spatiotemporal phenomena,1
Spatiotemporal phenomena,Videos,1
Spatiotemporal phenomena,Visualization,2
Computational modeling,Numerical analysis,1
Computational modeling,Sensory aids,1
Data models,Haptic interfaces,1
Data models,Numerical analysis,1
Data models,Sensory aids,1
Haptic interfaces,Mathematical model,1
Haptic interfaces,Numerical analysis,1
Haptic interfaces,Semantics,1
Haptic interfaces,Sensory aids,1
Mathematical model,Numerical analysis,1
Mathematical model,Sensory aids,1
Numerical analysis,Semantics,1
Numerical analysis,Sensory aids,1
Semantics,Sensory aids,1
Convolution,Learning data,1
Convolution,Training data,1
Emotion recognition,Learning data,1
Face recognition,Learning data,1
Feature extraction,Learning data,1
Learning data,Training data,1
Learning data,Transfer learning,1
Brain modeling,Hippocampus,1
Brain modeling,Spectral analysis,1
Electroencephalography,Hippocampus,1
Electroencephalography,Spectral analysis,1
Emotion recognition,Hippocampus,1
Emotion recognition,Spectral analysis,1
Hippocampus,Spectral analysis,1
Hippocampus,Visualization,1
Spectral analysis,Visualization,1
Affective computing,Biofeedback,1
Affective computing,Biological control systems,1
Affective computing,Biomedical monitoring,2
Affective computing,Image color analysis,1
Affective computing,Imaging,1
Affective computing,Thermal energy,1
Affective computing,Vehicle driving,1
Affective computing,Vehicle safety,1
Biofeedback,Biological control systems,1
Biofeedback,Biomedical monitoring,1
Biofeedback,Image color analysis,1
Biofeedback,Imaging,1
Biofeedback,Thermal energy,1
Biofeedback,Vehicle driving,1
Biofeedback,Vehicle safety,1
Biofeedback,Visualization,1
Biological control systems,Biomedical monitoring,2
Biological control systems,Image color analysis,1
Biological control systems,Imaging,1
Biological control systems,Thermal energy,1
Biological control systems,Vehicle driving,1
Biological control systems,Vehicle safety,1
Biomedical monitoring,Image color analysis,1
Biomedical monitoring,Imaging,1
Biomedical monitoring,Thermal energy,1
Biomedical monitoring,Vehicle driving,1
Biomedical monitoring,Vehicle safety,1
Image color analysis,Imaging,1
Image color analysis,Thermal energy,1
Image color analysis,Vehicle driving,1
Image color analysis,Vehicle safety,1
Imaging,Thermal energy,1
Imaging,Vehicle driving,1
Imaging,Vehicle safety,1
Imaging,Visualization,1
Thermal energy,Vehicle driving,1
Thermal energy,Vehicle safety,1
Thermal energy,Visualization,1
Vehicle driving,Vehicle safety,1
Vehicle driving,Visualization,1
Vehicle safety,Visualization,1
Affective computing,Gesture recognition,1
Affective computing,Legged locomotion,1
Affective computing,Pose estimation,1
Emotion recognition,Gesture recognition,2
Emotion recognition,Pose estimation,1
Face recognition,Gesture recognition,2
Face recognition,Legged locomotion,1
Gesture recognition,Legged locomotion,1
Gesture recognition,Pose estimation,1
Gesture recognition,Speech recognition,1
Legged locomotion,Pose estimation,1
Legged locomotion,Speech recognition,1
Pose estimation,Speech recognition,1
Cognition,Computer architecture,1
Cognition,Informatics,1
Cognition,Intelligent agents,1
Cognition,Robots,3
Cognition,Software architecture,1
Computational modeling,Informatics,1
Computational modeling,Intelligent agents,1
Computational modeling,Software architecture,1
Computer architecture,Informatics,1
Computer architecture,Intelligent agents,1
Computer architecture,Software architecture,1
Emotion recognition,Informatics,1
Emotion recognition,Intelligent agents,1
Emotion recognition,Software architecture,1
Face recognition,Informatics,1
Face recognition,Intelligent agents,1
Face recognition,Software architecture,1
Informatics,Intelligent agents,1
Informatics,Robots,1
Informatics,Software architecture,1
Intelligent agents,Robots,1
Intelligent agents,Software architecture,1
Robots,Software architecture,1
Performance evaluation,Sentiment analysis,1
Performance evaluation,Social networking (online),1
Performance evaluation,Task analysis,1
Performance evaluation,Training data,1
Sentiment analysis,Training data,3
Social networking (online),Training data,2
Analytical models,Gaussian processes,1
Analytical models,Phonetics,1
Analytical models,Probabilistic logic,1
Analytical models,Probability distribution,1
Emotion recognition,Gaussian processes,2
Emotion recognition,Phonetics,2
Emotion recognition,Probability distribution,4
Feature extraction,Phonetics,2
Feature extraction,Probability distribution,4
Gaussian processes,Linguistics,1
Gaussian processes,Phonetics,2
Gaussian processes,Predictive models,1
Gaussian processes,Probabilistic logic,1
Gaussian processes,Probability distribution,1
Linguistics,Phonetics,1
Linguistics,Probabilistic logic,1
Linguistics,Probability distribution,1
Phonetics,Predictive models,1
Phonetics,Probabilistic logic,1
Phonetics,Probability distribution,1
Predictive models,Probabilistic logic,2
Predictive models,Probability distribution,2
Probabilistic logic,Probability distribution,2
Authentication,Electrodes,1
Authentication,Electroencephalography,1
Authentication,Emotion recognition,1
Authentication,Feature extraction,1
Authentication,Sensors,1
Authentication,Task analysis,1
Electrodes,Sensors,2
Electroencephalography,Sensors,2
Biological neural networks,Data models,1
Biological neural networks,Generative adversarial networks,1
Biological neural networks,Neuroscience,1
Data models,Neuroscience,1
Generative adversarial networks,Neuroscience,1
Analytical models,Brain modeling,2
Analytical models,Human-robot interaction,1
Analytical models,Man-machine systems,1
Biological system modeling,Cognition,1
Biological system modeling,Human-robot interaction,1
Biological system modeling,Man-machine systems,1
Biological system modeling,Neuroscience,1
